gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
SLC39A8,1,0,0,0,0,0,-0.136899012,-0.108138172,-0.262020325,0.313570745,1.244514346,0.622960323,0,0.245136392,-0.452037273,0.129205739,0,0.9419496,-0.226977411,0.02936337,-0.168815939,-0.095880553,1.691217142,0,0.788359453,0,0,-0.316155503,0,-0.063079942,0.053730681,0.027146733,0.124858177,0.420423031,0,0,-0.233449355,0,0.102741448,0.033754707,1.605871641,0,-0.167583085,-0.144303181,0.254738517,-0.375557069,0.247502016,0,0.731908079,-0.094235438,-0.065765794,-0.138175869,-0.369100662,0.16631215,0,0.280802094,0.14046905,-0.141083777,-0.040957663,0.236213535,0,1.201497431,0.297457925,0.237463746,0.728180802,-0.529701523,-0.399695527,1.067646126,2.76413392,-0.02005533,-0.357349004,0,-0.224151185,0.031144271,0,-0.086370807,-0.260699722,-0.462777165,-0.22558428,0.117057137,-0.161500973,0.114757017,0.058030089,-0.13435425,0,-0.431696546,0,-0.16205769,0.383507554,0.458363892,0.454664781,1.090060275,0.298326809,0,0.47240005,-0.094967478,0.006493592,0.297003486,0,0,0,-0.190808706,-0.340425793,0.05936405,0.056216878,-0.075965013,1.38168375,0.036388267,0,-0.13277859,-0.050166016,-0.35450172,0.150128041,-0.536570118,-0.150835258,-0.118179989,-0.072098669,1.240441368,-0.02954913,0.010831638,-0.342582672,-0.390131695,0,0,-0.150133386,0,1.034864513,0,0,0,-0.045368174,0.047504924,-0.053857054,-0.627844676,0.304477124,-0.659858966,-0.259475485,1.842980735,0,-0.024091835,-0.157012594,-0.257026251,1.397327803,0.319328862,0,0.073643152,-0.120817869,0.551920971,1.016000537,1.806849719,0,0.384496325,0.418990271,0,0.439451403,0.4789139,1.741800138,-0.01847319,-0.062807891,0.057475081,-0.186811936,0,0,0,0,-0.144118971,-0.249847985,0.254006115,-0.099124611,-0.244458307,0,0,0.105261867,0.010183286,0.036188664,-0.120473685,0.494420095,-0.058531674,0,0,-0.044747359,0,0,0.0698668,0,-0.147742408,-0.110202095,0,0.087790048,0,0,0.051686624,0,-0.134312624,-0.046266401,0.161553387,-0.12472134,-0.090409597
LILRB3,1,-0.426365957,0,0.797467734,0.364124915,0.20529082,-0.345508776,0.223490447,0.139300407,0.252613451,0.712254642,0,0.168075862,0.347501258,0.123139819,-0.174539007,0,0,-0.194942031,0.440114539,-0.067461534,0.07904522,0.032622918,0.199813698,0.152025837,0.434862145,-0.186133946,-0.04489722,-0.003624712,-0.17169659,-0.309774133,-0.292378865,0.201041029,-0.260228964,-0.774978569,-0.568071146,0,-0.160221846,-0.305286703,0.090452058,0.001363052,-0.236567706,-0.076572833,0,0.756224758,-0.108095553,-0.322803147,0.166078565,-0.196651663,-0.233241967,0,0,-0.080472634,0,-0.169186376,-0.58752039,-0.184705275,-0.331334488,0,0.129124894,0.024832441,0,-0.4580701,0.542451747,0.812272954,0.51486293,0.223453764,0.661353382,0.009803319,0,-0.399750531,0,-0.064430587,0,0.326549692,0.324820681,-0.051149993,-0.356795133,0.279624356,0,0.865509812,0.076757252,-0.011000669,0.163621557,0,0,0,1.030205006,0,0,-0.187658891,-0.100730821,0.905008926,0.163094587,-0.098985239,0.082831275,0.554691432,0,-0.349117775,0.367734465,-0.172288093,-0.426918613,-0.106767228,0,0,0,0.46578934,0,0.346372702,0.430615766,0,0,0.104420013,0,-0.455253712,-0.012135082,0.077873185,0.522187069,0,0.034282433,0.106533109,0,0,-0.099806491,0.069164333,0.037402297,-0.315148692,0.034500489,0.020933287,-0.090862453,-0.08617348,0.970638854,-0.368322087,1.232275242,-0.134302922,-1.040554763,0.540110011,-0.674147938,0.062304664,-0.00642134,0,0.54287859,0,0.964312399,0,-0.328630295,1.477548981,3.436500946,-0.040506452,0.947462003,0.501455578,-0.271718613,2.256185602,0.402630525,0.194096578,0.425467673,0.833849968,0.065332591,0.366792002,-0.163989559,-0.59917701,0.377983779,0.001512366,0.067965138,0,-0.147299228,0,-0.34952892,-0.038565768,-0.509255241,-0.253553535,-0.227747693,-0.111428704,-0.213649375,-0.067974563,0.503431069,0,0.039301047,-0.60073292,0.021777393,-0.350526238,0.027852872,0.198003395,-0.495752947,0,0,-0.55532087,-0.159726772,0,-0.124317128,-0.197972822,0.196051912,0,0,0,0,-0.334442328,-0.04464366
SERPING1,1,0,0,0.176618666,0.16822907,0.202646285,-0.185718589,-0.072679043,0.711097973,0.649089641,0.322550251,0.174816732,0.074509631,0.52863245,-0.008431303,0.155625865,0.281802838,-0.1263465,0,0.235574436,0.06408029,0.192212615,0,0.317060851,0.330241513,0.60374256,0,-0.317050607,0,-0.208195939,-0.306190395,0,-0.17669811,0.6548013,0.097313637,0.110853931,-0.048671006,0.152400965,0.192909977,0.297796003,0,0,0.03647987,-0.048537913,0,0.331446754,-0.009465671,-0.054864531,-0.195039346,0.086533735,-0.015055158,-0.247128483,-0.339140006,0.614483046,-0.204389698,0,0,0.491574884,0,0,0.503055608,-0.045208838,0,0.243303877,-0.026898672,0,-0.202267443,0,0.115591035,-0.241617099,0.068272832,0,-0.068047883,0,0,0,0.599291939,0.395449711,-0.149837295,-0.169017378,0.20426957,-0.104146694,0.125895719,0,0.240119805,-0.268545649,-0.579225338,-0.246495999,0.283742694,-0.062560338,0,-0.878997012,0.065963604,0,-0.074580716,0.061993605,0.600754299,0.421730542,-0.092024277,0,1.202257927,-0.822690672,0,-0.083568161,0.119489767,-0.033114528,0,0.441106587,-0.055115433,-0.142747659,0.075128977,-0.082273123,-0.465605361,0.178322983,0,0.206144123,0,0.296367921,-0.283447516,-0.097712073,0,0.993013328,-0.058402541,0.566674499,0.142206461,0,-0.050713783,-0.111297925,0.361366235,-0.551355267,0.298653624,0.299324943,0.470815309,0.361095604,0,-0.869392907,0,0.744488512,-0.208508922,-0.131002901,-0.203421018,-0.014515018,0.240665461,0,1.212949011,0,0.199613999,-0.475669917,-0.085088952,0.299971699,1.114996302,0.625019161,0,0.812047922,0.382509654,0.3239863,-0.209211409,-0.019841877,0,-0.138049992,-0.031170343,0.188855517,0,0,0,0.509688485,-0.138840055,1.24233378,-0.046606463,-0.016446282,0.19221711,0.399174115,0,-0.128658391,0,-0.246513017,0.206996518,0.011698337,0,0,0.179617359,-0.198868251,0,0.025914291,0,-0.472313805,0,-0.179275812,0,0,-0.065207955,-0.149251172,0,-0.101202843,-0.44850329,-0.226923116,0.095977856,-0.064862766
EMP3,1,-0.022791617,-0.056998839,-0.081680246,0.054276736,-0.066375572,0.440527116,0.526790116,0.44571138,0.284052571,-0.030800483,0,0.895354963,0.063483957,-0.165443628,-0.235675736,-0.244574348,-0.02178826,-0.106731423,0.352613243,-0.136627244,0,-0.335055235,0.266644638,0.041625943,-0.236831138,-0.355381731,-0.090511872,-0.139589196,0,0,-0.773273522,-0.220223181,0.328609745,0.305445048,0.308654291,0.018119869,0.160714837,-0.089536376,0.459158595,-0.437101863,-0.346207032,0.253727001,-0.386468426,-0.072617365,-0.220270177,0.034321714,0,0,0.818133086,0,0,0.308909912,0.292481181,0,0.175799129,-0.437427994,0,-0.001154644,0.412284356,0.215941242,0,-0.032091907,0.591057423,-0.098309797,-0.123191778,0.528623041,0.087469498,0,1.261306059,-0.03620609,-0.276929066,0.215363165,0,0.070461872,0,1.996548028,-0.43455998,-0.279759397,1.215877658,-0.257367313,-0.021604365,0.016740106,0.167602125,0,0,-0.319618836,-0.109058741,-0.110271551,0,0.04420096,0.102363295,0.308042677,-0.166285629,-0.25650103,0,0,-0.006254189,0.108638084,-0.082722056,0,0,0.878588364,-0.148478656,-0.288375415,0.090657288,0.118401109,0,-0.005131022,-0.191190246,0.166705204,-0.119219829,0.776884918,-0.101906783,2.327131093,-0.262502358,0,0,0.036049504,-0.323470988,0,-0.169888455,0.106528861,-0.339824561,-0.147435266,0,0.434281645,-0.009432285,0,0,0,-0.414311165,0,0.239683327,0.416703017,0.857494678,-0.363527773,0.018358978,0.047586113,0,0.878366152,0.930253279,0,0.011278563,0.455911074,0,0.620973601,0.297798515,-0.220300916,0.912587773,-0.590407811,0,2.025580989,1.036491092,-0.258618804,0.35530696,0.017620002,0,0,0.66840626,-0.026608947,-0.166335612,-0.162628216,-0.129313741,-0.150417956,-0.420419813,0.003167223,0.556913256,0.088442734,-0.226567324,0,0.229274949,-0.480845154,-0.530220441,0,0.048693615,-0.062125822,-0.025506313,0.022044311,0,-0.31522526,0,0.101655335,-0.044384781,0,-0.255169045,-0.314739983,-0.260604041,-0.341343919,-0.659027442,0.167564248,-0.006883092,-0.206893084,0.303649478,-0.014380254,-0.413407842,-0.102536741,0
PDLIM1,1,0,0,-0.174585639,0.367397068,0.316408889,-0.042376978,0,-0.263621478,-0.121519243,0.487768155,0,0.343089901,-0.071176398,-0.485913743,0,0.061431842,-0.122130926,-0.341305739,0.313144432,0.5561872,-0.045096717,-0.281136072,-0.293464809,-0.500640104,0.18290201,0,0.160762356,0,-0.312372606,-0.771833554,0,0,-0.050584194,-0.397271772,-0.509607906,0.004167711,0.069083594,0.169966961,-0.314380274,0.826095456,0.266742077,0,0,0,-0.070763819,0.358511724,-0.368851275,0,0,0.277618481,0.151329669,-0.243311628,-0.32553561,0,-0.090199628,-0.358588474,-0.23263547,0,0.314422546,-0.176008232,-0.112826315,-0.592451071,-0.282742057,-0.489819943,0.246805825,-0.193333333,-0.457048387,0,-0.319656799,0.222462626,-0.01025435,0,-0.100215159,0,-0.221357106,-0.817082906,-0.283849235,0.114737638,0,-0.704929035,-0.553288363,0.337080499,-0.513808269,0.23081762,0.126546203,0.015628352,-0.075041992,-0.125321751,0,0.255532447,-0.17888632,-0.02192596,0.285525008,0,-0.305031094,0,-0.233140333,0,-0.242525125,-0.517027769,0,-0.536091302,0,0.153933106,3.002058438,0.370695574,0.106883189,0.055411602,-0.007957153,-0.639149366,0.039534051,-0.275437858,0,0,1.058714116,-0.139694874,0.543273228,0,-0.335502599,0,0.385523479,-0.274851664,-0.416473656,0,0.399018473,1.435676654,0,0.425047337,-0.176088899,-0.331441978,0.132968335,-0.373501267,-0.027521456,2.934836798,0,0.262583609,-0.55646476,0.410231234,0.486129937,1.411905421,1.569970618,0,0,0.114965237,0.947195767,-0.75182293,0.120163922,0.522981538,0.920782478,0,-0.337488241,0.576074852,0.970840225,-0.45200292,-0.114792552,0.390509604,-0.101599092,0.09403683,-0.303814489,1.432643064,1.118145707,0.036691707,-0.296731671,0.185285938,0,1.01603228,-1.197710159,1.313369749,0.274043063,0.761584772,1.481011674,-0.259113955,3.73231174,-0.358624126,0.137768822,-0.462732875,2.246024042,-0.025020737,0,0,-0.182721438,0,0.055523196,-0.424210634,-0.503638064,0,0.06482909,-0.222047305,1.145035735,0,-0.448358768,-0.290955822,0.362890118,0.120077623,-0.442498708,0,0
FBP1,1,0,-0.368866005,-0.107520878,0.511905365,0.32996984,0.793944359,-0.045654532,0.144940983,0.95174186,0,-0.045599445,0,0.104269914,0.390809012,0.771418543,0.160712414,1.019516081,-0.034770246,-0.502614127,0,0,-0.002112213,2.216265508,0.154369222,-0.017320642,1.041110036,-0.049881745,0.653100685,-0.141325287,0,-0.365852324,-0.286663479,-0.160211498,-0.233317604,-0.032176115,0,0,0.180871511,0.042504738,0,0,-0.084873461,1.025912341,-0.459620715,-0.113740046,-0.151912099,-0.00447472,-0.078256477,0,0,-0.446931155,-0.223987656,0.430454265,0,-0.033558788,-0.001776093,0,0.115427483,1.088181506,-0.081488567,0.916550452,-0.289952195,-0.336600692,0.24709798,-0.381571567,0.614441662,-0.420763214,0.547051388,1.938637279,0,-0.054325481,-0.234037558,-0.139574787,-0.127204219,0,-0.106901341,-0.267239132,0.486786926,-0.11193782,-0.424050105,0,-0.141572365,0.106469314,-0.319705492,-0.022868379,0.427568261,-0.132808023,-0.370693159,0.400719076,0.147240173,0.181297658,0.077173398,0.164056323,1.406752449,-0.390977003,-0.02855142,0.266137262,0.182949577,-0.278268546,-0.246731336,0.049231996,1.581970136,0,0,0,0,0.492287116,-0.439342199,-0.03848775,1.272012104,0,0.108044597,0,-0.571789275,0.086544078,0.594975571,0.283933966,-0.434771786,0.264239021,-0.122982039,-0.384568631,0.039732138,-0.038959439,-0.261860794,0.206734473,0,-0.14902294,0,0.733473788,0.356082581,-0.527889724,0.165417142,-0.257386699,0,0,-0.163081745,-0.540272971,0.098970588,-0.281406972,0,1.742753939,-0.087761384,0.2044588,0,-0.11212793,0,-0.485572326,1.54686804,1.253978329,-0.086895084,0,0,0.287783268,-0.618851885,0.635857977,3.448382948,-0.076670004,0.974346807,-0.063627781,-0.275871059,0,-0.287920283,-0.069400497,0,0.012230871,-0.13319716,-0.161236924,0,0.956355941,0,-0.124400878,0,-0.4257249,-0.117272944,2.065226,-0.209578165,0,0,0.036739171,-0.078407256,0.661044327,-0.196774907,0,0.348788236,0,-0.495379765,-0.023925025,-0.131130032,0,0,0.021060613,-0.291115449,0,-0.324652169,-0.136921648,0.075800453,-0.06636935
IFNGR1,1,0,2.715797231,1.2219927,-0.414953075,0,0,0.288277458,0,-0.415363938,0.911534035,-0.327561283,0,-0.487499798,0,0,-0.089010491,0,-0.399683973,-0.670577521,-0.0948057,0.309703655,-0.482420622,-0.204420119,-0.723402934,0,0.504126082,0.174035656,-0.111396317,-0.028511947,-0.146001405,-0.202714543,-0.384261603,0.372458081,-0.298540634,0.043363877,-0.614264235,-0.196729211,-0.111108811,0.766178509,-0.3881641,-0.055010677,0.035030374,0,-0.016029569,0,0.319125629,0.138164827,-0.424953335,0.344187253,1.98926437,-0.006160751,-0.342806247,0.242234756,0,0.410518443,0.164904421,0,0,0,0.024590303,0,0.146029103,-0.210521248,0,0.224837317,0.818899362,0.637473976,0.650426602,-0.216591825,0.1370178,0.599805558,-0.256805687,0.150217957,0.012714413,-0.613276458,-0.724209284,-0.323505321,0,0.017825555,-0.264457629,-0.007871939,0.645953616,-0.216329306,0.097188989,0.016012877,0,-0.21898015,0.055427137,0,-0.490454912,-0.17085,-0.426268691,2.10891973,0,0.083362695,-0.52955034,-0.116149394,-0.234286828,0,3.551240204,0,0,0.231983281,-0.093131002,0.690761699,0.143331379,0.360236558,0.179788264,-0.614546284,1.840437063,-0.028892158,1.296585914,-0.28395805,-0.418222077,-0.101658625,0.725753199,-0.618963742,0,0,-0.021666515,-0.804226985,-0.438183036,-0.622419615,-0.354420803,1.128337553,-0.446370494,-0.111806206,0,0.170183443,0,0.543871739,0.119755402,0,-0.364068636,0.221112968,0,-0.395760028,0,0.430383203,0.493117667,-0.463030635,1.218207592,-0.159516469,-0.758866213,0.170324448,0.099283743,1.767417926,1.824502154,0.262511142,0.577936283,0,-0.311915666,0.616126605,0.773707112,0,0,-0.006919548,0.00144046,0,2.686180107,0.077191082,0.567054499,0,1.255303319,0.370861097,0.683296995,-0.831070043,0,-0.182758893,-0.054121136,0.525560388,-0.194052058,1.661722236,-0.029737735,-0.003113486,-0.282700375,-0.637871981,0.173784008,0.017468065,-0.13714303,0,-0.192581962,0,-0.11646247,-0.276902688,0.047759304,-0.238881546,-0.220329041,-0.27359729,0.55912662,0.052300488,-0.192385545,-0.038858701,-0.250978335,0.089987481,-0.045009991,0
ZYX,1,0.40270057,0,-0.220003539,-0.371923817,0,0.717119218,0,-0.112879584,0.085765658,-0.012372828,-0.061597894,-0.039263182,0,0.508908829,0,-0.693234438,-0.017521707,0.912493986,0.52283211,0.437118657,-0.03104692,0,0,-0.00652993,0.062814348,-0.001971892,0.021928381,0,-0.178397952,1.677802172,0.69234314,0,0.03527327,-0.251821484,-0.40962827,-0.441184212,1.01E-05,-0.27642724,0,0,0.493318617,0.513944643,-0.28006368,0,0.113895523,0.137629793,0,-0.367388777,-0.105644962,0,0.211942324,-0.198102636,-0.26520934,0.181633943,0.142992553,-0.05906734,-0.01931364,0.002012549,0,0,0.160089628,-0.079895168,0.825073729,-0.410534218,0.157294003,0,0.041085207,-0.296639787,-0.20008733,0.241373672,-0.124261129,0.061697525,0.426358552,0.052541443,-0.127484387,0.716473257,0.101907416,0.336461951,-0.147196123,0.591791046,0,0.117213479,-0.001871514,-0.499845917,0,-0.177951576,-0.027523244,0,0.658931696,-0.452822565,-0.325433727,-0.51839422,0.770719737,-0.443507188,-0.077649668,-0.060443775,0.056184527,-0.182137081,-0.430569333,-0.400861492,0,-0.001641628,0.135175389,0,-0.13811069,0,0.207790837,0,0.140680455,-0.361790158,-0.158214426,0.064304654,-0.052799037,0,0,-0.037152541,0.861000128,0.353410032,0,0,0.707851294,0,0.327785386,0,0.291922346,0,0.057600742,0.806134001,0,0.210292556,-0.217063334,-0.154348493,0,0.276193897,-0.508060433,-0.374852871,0.120419374,0,0.298348992,0.169558463,0.14790515,0,0.04861011,0.721475873,1.196411979,-0.168780827,0.236070178,0.439387957,0.120097067,-0.16855466,-0.317333662,0,-0.31010681,0.247549514,2.115408482,-0.158872585,0,0.750282679,0,-0.704834684,0.257615866,0.13686313,-0.433900433,0.091317083,0.342386938,0.182452353,0,0,0.087228062,-0.288033624,0.397509567,0,-0.426410475,-0.846469146,0.524318856,0,-0.580107986,-0.420037439,0,0,-0.021060672,0,0,-0.061406667,-0.965688399,0,-0.273166417,0,-0.260758854,0,-0.220755767,0.075248444,-0.059706551,-0.583663448,0.008503252,0,-0.103467918
IL7R,1,-0.082963852,0,-0.047542443,0.697697365,1.216396018,0.147908623,0.573247128,1.025785073,0.011898723,0.279753585,-0.04117761,0,-0.286086328,-0.135065319,-0.222129208,-0.143853315,0,0,0.618178381,0,0.06478595,0,-0.089253652,0.019935355,0.124399937,0,0,0,0.069757347,0,0,-0.21403475,-0.125415738,0.582801727,0.054132739,-0.519917352,-0.194666338,0,0.841717788,0.103109236,-0.06336759,-0.297115836,-0.21771464,0.09546036,-0.047503285,0.061384861,0,0.040666642,0,0,-0.017156029,-0.004018795,0,-0.209130148,1.346964314,0.835851215,-0.201387718,0,0.461490935,-0.003588517,0,-0.157135028,-0.301136218,-0.591752877,0.256859388,2.645126162,0,-0.230607226,0.060179555,2.004390915,0,0,0,-0.216815713,0,0.52137733,0.43391606,0.245880881,-0.048758199,0,0.412021472,0.124777986,-0.208083758,2.322018708,-0.030261588,-0.169235852,1.306009653,-0.295332196,-0.255248851,-0.074179669,0.316057066,0,0,0,0.282137993,-0.03745136,-0.084676647,-0.170898734,0,-0.153211983,-0.363315508,0,-0.220570433,0,-0.069538588,-0.226583629,-0.11834523,0,-0.114317909,0.22065338,0.007705732,0,-0.499979913,-0.455590811,0,0,1.090721597,-0.185541809,0.001512775,-0.011573169,-0.10510848,-0.186168365,-0.083421468,0,0,-0.308482187,-0.218713986,-0.161071332,0,0.075634794,0.088502915,-0.189493429,0,-0.004165979,-0.584205229,0.140193286,0.21807469,0,0,-0.124275908,-1.004405185,1.001740429,-0.488352613,-1.116802315,0.746497593,1.406624749,-0.156474408,0.299066865,0.340390101,-0.135614443,-0.308529272,0.818134557,0,4.543284497,1.332475573,0.24630542,-0.02117025,0.318443026,0.039073789,0.674638292,0,0.911808431,1.182339751,-0.046082782,-0.132860873,-0.055252881,-0.374940435,-0.155793098,0.016071459,-0.082091349,-0.128248982,-0.155825744,-0.258070275,0,0.185524495,-0.180935715,-0.294260602,0,0.043629703,-0.123400104,-0.048079235,0.027443363,-0.099735176,-0.024261293,-0.388256119,0.399772747,0,-0.084166223,0,0.066889985,-0.099064187,0.044139557,-0.016250733,-0.166105906,0,-0.059726913,0
RRAS,1,0,0,-0.55162583,-0.044876574,-0.111822017,0,0,0.686087348,1.055172012,-0.128201433,-0.157807086,0.141086844,0.850460246,-0.164209864,-0.373126228,-0.455280354,-0.46031832,0.3828335,-0.03168732,0.168042551,-0.10356409,-0.118510275,0.005000814,0.249926096,0.136306825,0.281159631,0.006159132,0,0.058920475,0.720912592,0.104540886,0,-0.231602403,-0.275598965,-0.329270567,0.037391826,0.006789322,0.137107499,0,0.364317289,0.349823267,0.04313875,-0.105038727,0.16066602,-0.426496702,-0.211810464,0,-0.00429892,0.329252416,-0.0983153,-0.075638191,0.10561358,-0.285797338,0.215827732,-0.125170328,0.305209024,-0.362876164,-0.017069695,0,0.27035242,0,0,-0.183414455,-0.1464216,-0.107703733,0,0.114387941,0.152488412,0,0.176876721,-0.089785979,0.156790536,0,0.533808666,0.068384547,0.574668391,-0.047271763,0.072669597,0.993787303,0.102484593,-0.161783809,-0.64713319,0,-0.245026099,-0.054107962,3.065322643,-0.151572969,-0.086347862,-0.175506175,-0.356628893,1.01575345,-0.399415558,0.759712359,0,1.495447088,-0.268198957,-0.40542944,0,-0.242444307,0.387872604,0,0.119493707,0.055881415,0,1.441674864,-0.090577033,0,-0.276365066,0,-0.200122651,-0.492878504,0,0.293445249,0,-0.136296751,-0.17033655,1.811847256,0.048112167,-0.013827102,0.391581247,0,-0.381187257,0,0.274439041,-0.569565248,2.437934956,0.177602131,0.041122581,0.450751568,0.156038457,0,-0.046480884,-0.573058824,0,2.611712991,-0.616319043,0.361282215,-0.320126857,0.522684285,0.402223952,-0.333469631,0.62700202,0.188842816,0,0.067843024,-0.178779112,0.336605326,-0.403994666,0.088070536,-0.1194257,0.723025231,0.356141855,0.385017093,2.177320965,1.659530329,-0.013467171,0,-0.587218888,0,0.753371274,-0.478418758,0.920078345,0.134479953,-0.0929203,-0.532793697,-0.688445356,-0.266866861,0,-0.197595298,-0.067994042,0.244859115,-0.155501869,0.423705555,-0.337255823,-0.394860198,0,-0.021741356,0,-0.010011323,-0.027115927,-0.537854506,0.075395247,0.490388643,-0.084692421,-0.07702675,-0.18838759,-0.188905283,-0.158536115,-0.234207652,0.294727623,-0.17276833,-0.193285065,0,-0.517016649,0.336653764,0,0
